radio,mcc,mnc,operator,lac,cellid,lat,lon,range,averageSignal,created,sample_data,network_type,country,region_type,lat_normalized,lon_normalized,range_normalized,averageSignal_normalized
GSM,262,1,Telekom,4425,30923,48.13225361615805,11.575706363604564,1854,-66,2025-02-19 13:28:18,True,2G,Germany,Munich City Center,0.4361696372835716,0.5538982354935641,0.1144847099793231,0.6551724137931034
UMTS,262,7,O2,2851,10166,48.14595451617407,11.590285265983134,1857,-56,2025-03-02 18:37:35,True,3G,Germany,Munich City Center,0.48222530139511377,0.5831976293770593,0.11481118728915007,1.0
LTE,262,1,Telekom,2272,36896,48.13758631419778,11.554082221327516,1489,-75,2025-06-08 22:48:06,True,4G,Germany,Munich City Center,0.45409553627115157,0.5104399390103345,0.07476330395037545,0.3448275862068966
GSM,262,7,O2,1470,14685,48.1567332774914,11.553344125815395,1046,-84,2025-02-20 23:01:36,True,2G,Germany,Munich City Center,0.5184581773513519,0.5089565796618926,0.02655348786592665,0.034482758620689655
UMTS,262,2,Vodafone,1113,25736,48.13015829212503,11.556022212774911,1126,-72,2025-07-08 03:29:19,True,3G,Germany,Munich City Center,0.42912619198020835,0.5143387629459004,0.03525954946131244,0.4482758620689655
LTE,262,1,Telekom,3905,28433,48.15366596309872,11.581912267035035,1511,-65,2025-09-24 16:11:09,True,4G,Germany,Munich City Center,0.508147380160757,0.566370313589072,0.07715747088910654,0.6896551724137931
LTE,262,1,Telekom,1652,22555,48.13314321140216,11.58469609248526,1207,-85,2025-07-04 05:11:11,True,4G,Germany,Munich City Center,0.43916001745638966,0.5719650007782064,0.04407443682664055,0.0
UMTS,262,2,Vodafone,4974,40867,48.153414442558905,11.567442550840669,1110,-60,2025-08-24 10:55:45,True,3G,Germany,Munich City Center,0.507301892237685,0.5372903524814171,0.03351833714223528,0.8620689655172413
LTE,262,1,Telekom,2748,32789,48.14625154594739,11.559560794021428,832,-80,2025-05-19 23:04:54,True,4G,Germany,Munich City Center,0.48322376890127916,0.5214502918551573,0.00326477309826967,0.1724137931034483
LTE,262,1,Telekom,2581,38405,48.13631770668996,11.55932502601087,1770,-74,2025-03-01 17:05:31,True,4G,Germany,Munich City Center,0.4498311039198859,0.5209764660741008,0.10534334530416803,0.3793103448275862
LTE,262,7,O2,3047,10106,48.1501524171546,11.585016147423842,1715,-64,2025-07-30 08:01:25,True,4G,Germany,Munich City Center,0.49633657272084425,0.5726082190031707,0.0993579279573403,0.7241379310344828
NR,262,1,Telekom,3122,28900,48.13010142057817,11.596756450518008,1602,-60,2025-03-13 08:20:29,True,5G,Germany,Munich City Center,0.4289350179072176,0.5962028460701042,0.08706061595385788,0.8620689655172413
NR,262,7,O2,2936,23383,48.15726229568841,11.592887824836605,1504,-68,2025-01-16 04:42:34,True,5G,Germany,Munich City Center,0.5202364754457894,0.5884280229260912,0.07639569049951028,0.5862068965517241
LTE,262,2,Vodafone,3584,26449,48.14107126343953,11.595290776727888,852,-56,2025-09-27 06:47:22,True,4G,Germany,Munich City Center,0.4658102157108908,0.5932572639839954,0.005441288497116117,1.0
NR,262,2,Vodafone,1342,42714,48.157019418312814,11.565121790406382,1923,-56,2025-09-20 06:59:41,True,5G,Germany,Munich City Center,0.5194200415751855,0.5326262925743173,0.12199368810534335,1.0
GSM,262,7,O2,3798,27656,48.13188641025935,11.568461367944593,1437,-77,2025-08-26 00:00:29,True,2G,Germany,Munich City Center,0.4349352722775676,0.539337881358968,0.06910436391337468,0.27586206896551724
LTE,262,1,Telekom,2366,18838,48.15240350784223,11.57421484946721,836,-79,2025-06-16 16:31:58,True,4G,Germany,Munich City Center,0.5039036286421964,0.5509007217536177,0.0037000761780389595,0.20689655172413793
UMTS,262,7,O2,3066,28702,48.14581223106975,11.563273678388576,802,-70,2025-04-09 08:44:36,True,3G,Germany,Munich City Center,0.48174700909568957,0.5289121198235552,0.0,0.5172413793103449
UMTS,262,2,Vodafone,2693,29191,48.146601283199075,11.566732931138384,1865,-68,2025-03-26 17:07:10,True,3G,Germany,Munich City Center,0.4843994129372126,0.5358642213074208,0.11568179344868865,0.5862068965517241
UMTS,262,1,Telekom,1467,38918,48.152277410558305,11.594368441604054,986,-56,2025-04-20 04:36:46,True,3G,Germany,Munich City Center,0.5034797518058552,0.5914036360918499,0.02002394166938731,1.0
LTE,262,7,O2,3142,24921,48.13121574606902,11.57000053618061,1799,-80,2025-07-17 08:34:54,True,4G,Germany,Munich City Center,0.43268083025949616,0.5424311661090119,0.10849929263249537,0.1724137931034483
LTE,262,2,Vodafone,4513,49140,48.15555454838973,11.56270539406308,1066,-75,2025-05-31 11:51:37,True,4G,Germany,Munich City Center,0.5144958718443108,0.5277700320409389,0.0287300032647731,0.3448275862068966
LTE,262,7,O2,1170,38673,48.13162985249584,11.574487374464777,861,-76,2025-04-16 13:05:50,True,4G,Germany,Munich City Center,0.43407285169443366,0.5514484184895891,0.0064207204265970185,0.3103448275862069
UMTS,262,2,Vodafone,4673,23062,48.150471230870934,11.564567550278328,922,-59,2025-05-06 16:01:23,True,3G,Germany,Munich City Center,0.4974082670924869,0.5315124295827006,0.01305909239307868,0.896551724137931
LTE,262,1,Telekom,2103,13408,48.15597129128399,11.568758872545558,1278,-66,2025-01-18 22:04:40,True,4G,Germany,Munich City Center,0.5158967557816027,0.5399357799016351,0.051801066492545435,0.6551724137931034
LTE,262,2,Vodafone,2215,34945,48.15195974082006,11.57349446944303,1173,-84,2024-12-30 19:50:51,True,4G,Germany,Munich City Center,0.502411902923966,0.5494529654324499,0.04037436064860159,0.034482758620689655
GSM,262,1,Telekom,3782,34304,48.13874170283296,11.55405630686283,1874,-80,2024-10-17 09:55:17,True,2G,Germany,Munich City Center,0.45797938264896293,0.5103878584017671,0.11666122537816954,0.1724137931034483
LTE,262,2,Vodafone,1280,33000,48.152234670522226,11.578287368603497,1795,-62,2025-01-30 23:21:24,True,4G,Germany,Munich City Center,0.5033360808978509,0.5590853120042205,0.10806398955272609,0.7931034482758621
UMTS,262,1,Telekom,2450,27852,48.14556762202829,11.55743767251314,1855,-75,2025-05-16 09:52:35,True,3G,Germany,Munich City Center,0.4809247542190809,0.5171834292533979,0.11459353574926542,0.3448275862068966
LTE,262,1,Telekom,1967,21994,48.149689273230244,11.569179863725209,1163,-73,2025-05-19 08:26:59,True,4G,Germany,Munich City Center,0.4947797114204526,0.5407818508933845,0.039286102949178364,0.41379310344827586
UMTS,262,2,Vodafone,2950,19750,48.15100629544693,11.564241470698954,1428,-73,2025-07-15 06:13:54,True,3G,Germany,Munich City Center,0.4992068901290305,0.5308571035653267,0.06812493198389379,0.41379310344827586
LTE,262,7,O2,2710,35029,48.156699337773716,11.591466094348448,1157,-59,2025-08-17 05:40:47,True,4G,Germany,Munich City Center,0.5183440887706194,0.5855707542177188,0.038633148329524435,0.896551724137931
LTE,262,2,Vodafone,1431,35589,48.14786611063389,11.559114791266841,1766,-60,2025-03-31 05:25:51,True,4G,Germany,Munich City Center,0.48865113854858616,0.5205539548031343,0.10490804222439874,0.8620689655172413
LTE,262,2,Vodafone,4834,42256,48.14704589361108,11.572043988067863,1828,-75,2025-03-21 11:31:53,True,4G,Germany,Munich City Center,0.485893973715832,0.5465379157237577,0.11165523996082272,0.3448275862068966
NR,262,2,Vodafone,4424,21315,48.13476003744561,11.557026505680449,1392,-81,2025-05-07 20:32:26,True,5G,Germany,Munich City Center,0.44459498866973934,0.5163571023688334,0.06420720426597018,0.13793103448275862
GSM,262,2,Vodafone,4045,10265,48.15763313229775,11.557495270988166,1034,-62,2025-01-20 19:53:59,True,2G,Germany,Munich City Center,0.5214830451090833,0.5172991855952028,0.025247578626618784,0.7931034482758621
UMTS,262,7,O2,4517,41475,48.15229013726123,11.567738430026994,1170,-69,2025-02-25 10:29:12,True,3G,Germany,Munich City Center,0.5035225327001447,0.5378849844089075,0.04004788333877462,0.5517241379310345
LTE,262,7,O2,3784,19265,48.15008771020487,11.568175913776221,1496,-80,2024-12-31 13:07:23,True,4G,Germany,Munich City Center,0.4961190598903792,0.5387642007143185,0.07552508433997171,0.1724137931034483
GSM,262,1,Telekom,1177,49419,48.14432368540877,11.573529019257483,1324,-65,2025-06-01 23:31:36,True,2G,Germany,Munich City Center,0.4767432532185973,0.5495224006063727,0.05680705190989226,0.6896551724137931
UMTS,262,1,Telekom,2958,10248,48.157933076928195,11.569676149432748,830,-82,2024-11-01 23:25:59,True,3G,Germany,Munich City Center,0.5224913109263544,0.5417792421953059,0.0030471215583850256,0.10344827586206896
UMTS,262,7,O2,4720,46976,48.133024258769346,11.551722313771442,1344,-85,2024-10-31 12:43:59,True,3G,Germany,Munich City Center,0.43876015741102786,0.505697204665967,0.05898356730873871,0.0
LTE,262,1,Telekom,1162,18758,48.13111913066425,11.570262603234264,1538,-72,2025-07-25 08:49:00,True,4G,Germany,Munich City Center,0.432356056950835,0.5429578453904503,0.08009576667754924,0.4482758620689655
LTE,262,1,Telekom,3839,31728,48.15018909401769,11.562057894306623,1451,-74,2025-08-08 18:32:09,True,4G,Germany,Munich City Center,0.49645986223358796,0.5264687440625105,0.0706279246925672,0.3793103448275862
UMTS,262,7,O2,2060,44195,48.142778050328666,11.560111656105034,1160,-71,2025-01-30 02:05:46,True,3G,Germany,Munich City Center,0.47154759088946946,0.5225573659505846,0.038959625639351396,0.4827586206896552
LTE,262,1,Telekom,1043,31391,48.15156115120267,11.564453378552383,1023,-75,2025-05-13 01:48:58,True,4G,Germany,Munich City Center,0.5010720413444052,0.5312829773041978,0.024050495157253236,0.3448275862068966
UMTS,262,1,Telekom,1606,10852,48.15885701806527,11.593478496116084,1867,-63,2024-12-19 15:52:29,True,3G,Germany,Munich City Center,0.5255971450407685,0.5896151020369687,0.1158994449885733,0.7586206896551724
UMTS,262,1,Telekom,3680,45751,48.15040464778348,11.575069603895997,1593,-80,2025-08-27 17:30:20,True,3G,Germany,Munich City Center,0.4971844476129174,0.5526185319173985,0.08608118402437698,0.1724137931034483
LTE,262,1,Telekom,2365,16498,48.13585346796479,11.567338757809335,1352,-85,2025-07-26 23:39:28,True,4G,Germany,Munich City Center,0.44827056243948893,0.5370817583891835,0.05985417346827729,0.0
LTE,262,7,O2,4793,30763,48.14594199741293,11.586313167650292,1886,-58,2025-01-11 20:48:05,True,4G,Germany,Munich City Center,0.48218321949849174,0.5752148560121065,0.11796713461747742,0.9310344827586207
NR,262,1,Telekom,1864,10149,48.136243625205914,11.587503291051213,1254,-76,2025-03-31 15:28:24,True,5G,Germany,Munich City Center,0.4495820785316246,0.5776066611966175,0.049189248013929696,0.3103448275862069
UMTS,262,7,O2,2599,32484,48.13887670456277,11.585576510614528,1581,-76,2025-09-11 10:48:25,True,3G,Germany,Munich City Center,0.45843319183779796,0.5737343875867447,0.0847752747850691,0.3103448275862069
GSM,262,1,Telekom,4917,38079,48.13732212184941,11.571436777652226,1968,-80,2024-12-03 22:05:02,True,2G,Germany,Munich City Center,0.453207451981552,0.5453175977138043,0.12689084775274784,0.1724137931034483
UMTS,262,2,Vodafone,4665,16433,48.1366249226584,11.557757182292844,1728,-77,2025-08-09 19:07:16,True,3G,Germany,Munich City Center,0.45086381238689655,0.517825551866067,0.10077266296659049,0.27586206896551724
LTE,262,1,Telekom,3837,33683,48.135493341008846,11.582290618275524,1816,-69,2025-07-21 13:20:44,True,4G,Germany,Munich City Center,0.44705999334539986,0.5671306905868412,0.11034933072151486,0.5517241379310345
GSM,262,7,O2,1934,40843,48.133061945209526,11.586836660023142,1422,-76,2024-12-23 05:25:06,True,2G,Germany,Munich City Center,0.4388868406236974,0.5762669248735913,0.06747197736423985,0.3103448275862069
LTE,262,1,Telekom,1722,48456,48.154190928691804,11.570476630122442,1121,-67,2025-06-30 11:57:47,True,4G,Germany,Munich City Center,0.5099120554008546,0.543387977778717,0.03471542061160083,0.6206896551724138
LTE,262,2,Vodafone,2333,47226,48.13168576293742,11.58947324635214,1060,-79,2025-02-27 11:08:31,True,4G,Germany,Munich City Center,0.4342607950058066,0.5815657038457805,0.028077048645119163,0.20689655172413793
LTE,262,7,O2,2070,30559,48.159315353238185,11.595879627799079,1433,-84,2025-01-30 17:30:58,True,4G,Germany,Munich City Center,0.5271378416920549,0.5944406850005802,0.0686690608336054,0.034482758620689655
UMTS,262,7,O2,3329,25598,48.15657696886722,11.569871376357167,1540,-85,2024-12-04 16:40:28,True,3G,Germany,Munich City Center,0.5179327448991456,0.5421715920723179,0.08031341821743389,0.0
UMTS,262,2,Vodafone,4596,13376,48.153375761671626,11.596687758363032,1868,-83,2025-05-19 14:31:24,True,3G,Germany,Munich City Center,0.5071718661846538,0.5960647946274731,0.11600827075851562,0.06896551724137931
LTE,262,7,O2,2810,25813,48.14266076169694,11.57952508426064,1348,-57,2025-01-16 00:48:02,True,4G,Germany,Munich City Center,0.4711533243945209,0.5615727639133355,0.059418870388507995,0.9655172413793104
LTE,262,2,Vodafone,4365,25269,48.14945835237583,11.550935071070636,1315,-73,2025-04-30 13:22:49,True,4G,Germany,Munich City Center,0.49400346947322454,0.5041150736266149,0.05582761998041136,0.41379310344827586
LTE,262,1,Telekom,1377,45430,48.14033295006138,11.568380847922876,888,-75,2025-05-21 22:59:29,True,4G,Germany,Munich City Center,0.46332837050996334,0.5391760593115649,0.009359016215039722,0.3448275862068966
LTE,262,2,Vodafone,3020,37368,48.154756807634385,11.599073610978717,1832,-82,2025-01-03 08:39:59,True,4G,Germany,Munich City Center,0.5118142611301737,0.6008596710673947,0.11209054304059202,0.10344827586206896
UMTS,262,2,Vodafone,3797,22612,48.132778444772946,11.576961904980378,1143,-73,2025-09-12 23:23:41,True,3G,Germany,Munich City Center,0.43793385207058283,0.5564215119619677,0.03710958755033192,0.41379310344827586
LTE,262,7,O2,2540,21031,48.157543756604014,11.599956292852548,1484,-65,2025-09-13 02:08:14,True,4G,Germany,Munich City Center,0.5211826081359289,0.6026336073503628,0.07421917510066384,0.6896551724137931
LTE,262,7,O2,3184,45156,48.142069062513386,11.564027733251638,1516,-69,2025-01-04 19:44:46,True,4G,Germany,Munich City Center,0.4691643237580021,0.5304275528698112,0.07770159973881816,0.5517241379310345
LTE,262,2,Vodafone,1608,25643,48.15643171433352,11.569189378863427,1485,-73,2025-03-19 23:35:50,True,4G,Germany,Munich City Center,0.5174444708436535,0.5408009735800783,0.07432800087060616,0.41379310344827586
LTE,262,7,O2,3532,18958,48.156994577997,11.559457232365572,1687,-80,2024-12-28 14:32:07,True,4G,Germany,Munich City Center,0.5193365406927367,0.5212421627609813,0.09631080639895527,0.1724137931034483
LTE,262,7,O2,3440,36733,48.13883770497878,11.556480910065037,1648,-72,2025-05-30 14:28:16,True,4G,Germany,Munich City Center,0.45830209448372494,0.5152606123573111,0.0920666013712047,0.4482758620689655
UMTS,262,1,Telekom,3736,24601,48.15412108628568,11.560310031571323,1122,-78,2025-04-28 15:43:46,True,3G,Germany,Munich City Center,0.509677279700458,0.5229560434897216,0.03482424638154315,0.2413793103448276
NR,262,7,O2,1910,17790,48.15852625302582,11.555585644619681,1884,-75,2025-08-17 04:06:18,True,5G,Germany,Munich City Center,0.5244852762190884,0.5134613867206588,0.11774948307759277,0.3448275862068966
UMTS,262,7,O2,4759,47506,48.1361701743912,11.564489865061889,919,-68,2024-11-27 13:31:55,True,3G,Germany,Munich City Center,0.4493351731423877,0.5313563046772534,0.012732615083251714,0.5862068965517241
LTE,262,1,Telekom,2122,10837,48.136341917412246,11.558352808034222,934,-76,2025-07-10 20:22:35,True,4G,Germany,Munich City Center,0.4499124884196095,0.5190225880180767,0.01436500163238655,0.3103448275862069
UMTS,262,1,Telekom,1993,30754,48.1545127702226,11.592265979086793,1168,-77,2025-03-28 09:56:37,True,3G,Germany,Munich City Center,0.510993927790425,0.5871782921106009,0.039830231798889976,0.27586206896551724
LTE,262,7,O2,1336,30923,48.13721690420267,11.56621439761534,1178,-61,2024-10-31 07:52:34,True,4G,Germany,Munich City Center,0.4528537621807908,0.534822118305497,0.0409184894983132,0.8275862068965517
LTE,262,1,Telekom,1622,34843,48.14421048373514,11.570882533905817,1567,-81,2025-06-17 16:39:18,True,4G,Germany,Munich City Center,0.47636272505973914,0.5442037274503356,0.0832517140058766,0.13793103448275862
NR,262,2,Vodafone,4049,30699,48.15707650581602,11.59238616471684,825,-79,2025-03-15 05:27:45,True,5G,Germany,Munich City Center,0.519611941586838,0.5874198306038598,0.0025029927086734137,0.20689655172413793
UMTS,262,7,O2,4679,44113,48.158813128289495,11.583494705086427,1306,-82,2025-04-18 08:39:40,True,3G,Germany,Munich City Center,0.5254496092753338,0.5695505582028301,0.05484818805093046,0.10344827586206896
LTE,262,7,O2,3060,22430,48.155019205073735,11.565532174836823,1257,-68,2025-07-05 08:43:57,True,4G,Germany,Munich City Center,0.5126963118214645,0.5334510470557547,0.049515725323756664,0.5862068965517241
UMTS,262,7,O2,3278,17362,48.145870061570726,11.55474261546434,985,-78,2024-12-21 19:34:07,True,3G,Germany,Munich City Center,0.48194140669915647,0.5117671409786808,0.019915115899444988,0.2413793103448276
LTE,262,7,O2,1093,15626,48.14377342076584,11.555498181273038,1905,-59,2025-10-01 21:36:18,True,4G,Germany,Munich City Center,0.47489353505864385,0.5132856105903898,0.12003482424638154,0.896551724137931
LTE,262,1,Telekom,4095,30312,48.15253424417177,11.560602874523655,1596,-73,2025-04-01 18:53:29,True,4G,Germany,Munich City Center,0.504343099660403,0.5235445734615657,0.08640766133420394,0.41379310344827586
NR,262,2,Vodafone,2025,48102,48.135386190618256,11.59458817227291,1153,-70,2025-06-25 19:49:10,True,5G,Germany,Munich City Center,0.44669980661367514,0.5918452314361313,0.03819784524975514,0.5172413793103449
NR,262,1,Telekom,4270,10667,48.14769247317329,11.559532918756018,1913,-84,2025-01-25 12:04:23,True,5G,Germany,Munich City Center,0.48806745510053,0.5213942706020042,0.12090543040592013,0.034482758620689655
NR,262,1,Telekom,1904,10134,48.14140760342584,11.557134817956426,1176,-64,2024-12-18 10:36:36,True,5G,Germany,Munich City Center,0.46694082475254134,0.5165747788408922,0.040700837958428555,0.7241379310344828
LTE,262,2,Vodafone,3355,30890,48.149202369669084,11.551258911581938,864,-61,2025-03-01 03:22:58,True,4G,Germany,Munich City Center,0.49314298194711104,0.5047658997621953,0.006747197736423985,0.8275862068965517
LTE,262,2,Vodafone,3120,34543,48.15721012668866,11.570133847774004,1148,-62,2025-05-22 17:36:28,True,4G,Germany,Munich City Center,0.5200611090153529,0.542699084007265,0.03765371640004353,0.7931034482758621
NR,262,2,Vodafone,1814,36236,48.15421585918399,11.551520097326495,1145,-70,2025-03-14 09:11:15,True,5G,Germany,Munich City Center,0.5099958594117592,0.5052908078662371,0.03732723909021656,0.5172413793103449
NR,262,2,Vodafone,4472,10689,48.13615095039268,11.580664336947333,1508,-60,2025-01-06 12:06:28,True,5G,Germany,Munich City Center,0.4492705515469156,0.5638623336171095,0.07683099357927957,0.8620689655172413
LTE,262,7,O2,1046,48497,48.13843202997506,11.56343292514773,1966,-63,2025-04-19 10:13:25,True,4G,Germany,Munich City Center,0.4569384153321196,0.5292321599335685,0.12667319621286321,0.7586206896551724
LTE,262,7,O2,4863,41699,48.15304585427417,11.583860021991088,920,-69,2025-06-23 13:33:22,True,4G,Germany,Munich City Center,0.5060628803320859,0.5702847399405238,0.012841440853194037,0.5517241379310345
GSM,262,2,Vodafone,3682,18899,48.15302937509544,11.590837957701924,885,-64,2025-08-24 00:26:37,True,2G,Germany,Munich City Center,0.5060074854661039,0.5843083805121221,0.009032538905212755,0.7241379310344828
GSM,262,7,O2,2949,20203,48.14735067050095,11.550184094436451,1222,-82,2025-09-27 10:06:37,True,2G,Germany,Munich City Center,0.4869184832044338,0.5026058269336242,0.045706823375775384,0.10344827586206896
LTE,262,1,Telekom,2416,19630,48.15660314349198,11.558397120377279,1234,-67,2025-07-13 21:54:04,True,4G,Germany,Munich City Center,0.5180207310697376,0.5191116430620997,0.04701273261508325,0.6206896551724138
LTE,262,1,Telekom,3346,43660,48.145439501130916,11.58552945637103,831,-64,2024-12-09 00:55:31,True,4G,Germany,Munich City Center,0.4804940749930339,0.5736398221127216,0.003155947328327348,0.7241379310344828
UMTS,262,2,Vodafone,4571,33609,48.157731577517374,11.57456182532113,1077,-71,2025-04-11 09:46:16,True,3G,Germany,Munich City Center,0.5218139693522543,0.5515980432630186,0.029927086734138644,0.4827586206896552
LTE,262,1,Telekom,3488,12292,48.158894343290044,11.574442918826922,1778,-62,2025-03-17 03:51:57,True,4G,Germany,Munich City Center,0.525722614025512,0.5513590754643021,0.1062139514637066,0.7931034482758621
GSM,262,2,Vodafone,2695,16987,48.14667255323003,11.587444383877884,1547,-81,2025-07-14 19:21:59,True,2G,Germany,Munich City Center,0.48463898760772123,0.577488274748233,0.08107519860703015,0.13793103448275862
NR,262,1,Telekom,2971,12067,48.14383992424627,11.599571563556694,1829,-81,2025-05-15 05:57:25,True,5G,Germany,Munich City Center,0.4751170869387014,0.601860412298702,0.11176406573076504,0.13793103448275862
LTE,262,2,Vodafone,3099,44962,48.13074876525411,11.574006459112207,1085,-84,2025-04-22 18:06:36,True,4G,Germany,Munich City Center,0.4311110712266808,0.5504819171732563,0.030797692893677224,0.034482758620689655
LTE,262,2,Vodafone,2504,18725,48.150493145640816,11.575700812251464,1895,-71,2025-07-18 10:44:06,True,4G,Germany,Munich City Center,0.49748193373333255,0.55388707887307,0.11894656654695832,0.4827586206896552
GSM,262,2,Vodafone,3782,22110,48.15882187349887,11.55399611203303,1099,-80,2025-09-21 16:48:19,True,2G,Germany,Munich City Center,0.5254790063532795,0.510266884134826,0.03232125367286973,0.1724137931034483
LTE,262,2,Vodafone,1075,42999,48.15457824663186,11.554474425736931,1861,-77,2025-03-02 14:35:32,True,4G,Germany,Munich City Center,0.5112140271640667,0.5112281568868184,0.11524649036891936,0.27586206896551724
UMTS,262,1,Telekom,4369,19981,48.15973582469794,11.5923416602056,1376,-63,2025-05-28 05:50:07,True,3G,Germany,Munich City Center,0.5285512592264008,0.5873303893571478,0.06246599194689302,0.7586206896551724
LTE,262,7,O2,3776,29121,48.13943208250934,11.594704618615278,875,-63,2025-09-12 23:33:45,True,4G,Germany,Munich City Center,0.46030009840103203,0.5920792550383703,0.00794428120578953,0.7586206896551724
NR,262,2,Vodafone,4848,28658,48.145278325057284,11.557754467529099,947,-65,2024-10-28 16:02:57,True,5G,Germany,Munich City Center,0.47995228057796974,0.5178200959730093,0.01577973664163674,0.6896551724137931
NR,262,2,Vodafone,1443,27780,48.15700805575956,11.569501018778483,1618,-84,2024-10-11 15:21:14,True,5G,Germany,Munich City Center,0.5193818462788609,0.5414272800319595,0.08880182827293504,0.034482758620689655
GSM,262,1,Telekom,4350,22912,48.15237556806525,11.596520839512154,1496,-74,2025-07-23 09:02:07,True,2G,Germany,Munich City Center,0.5038097089009884,0.5957293358232734,0.07552508433997171,0.3793103448275862
NR,262,1,Telekom,2139,32064,48.15260031735923,11.584454748132597,1632,-71,2024-11-30 16:08:35,True,5G,Germany,Munich City Center,0.5045652051078524,0.5714799681559551,0.09032538905212754,0.4827586206896552
NR,262,7,O2,4283,37682,48.142787145676124,11.590134342712819,1261,-75,2024-11-10 08:48:00,True,5G,Germany,Munich City Center,0.4715781649588392,0.5828943170817769,0.04995102840352596,0.3448275862068966
UMTS,262,1,Telekom,2775,45011,48.15244951395051,11.55171096046773,1513,-74,2025-03-07 23:34:25,True,3G,Germany,Munich City Center,0.5040582784730423,0.5056743877961707,0.07737512242899118,0.3793103448275862
UMTS,262,2,Vodafone,2079,40592,48.13186761891146,11.557088406581645,1395,-79,2025-09-18 16:09:33,True,3G,Germany,Munich City Center,0.43487210503996554,0.5164815053477949,0.06453368157579716,0.20689655172413793
LTE,262,2,Vodafone,1282,27277,48.14028504908042,11.570450430796885,1486,-76,2025-03-01 00:10:14,True,4G,Germany,Munich City Center,0.4631673510523287,0.5433353246818621,0.07443682664054849,0.3103448275862069
LTE,262,7,O2,3200,10889,48.158117962226264,11.588570014570392,841,-59,2025-09-17 04:06:15,True,4G,Germany,Munich City Center,0.5231128040528682,0.5797504681679259,0.004244205027750571,0.896551724137931
LTE,262,7,O2,1108,18394,48.13951146686487,11.572585066713113,1181,-67,2024-12-04 04:58:48,True,4G,Germany,Munich City Center,0.46056694942612725,0.5476253279265064,0.04124496680814017,0.6206896551724138
NR,262,1,Telekom,4075,33638,48.146336891936386,11.576393691445746,821,-74,2025-04-12 10:40:36,True,5G,Germany,Munich City Center,0.4835106599958575,0.5552795664485959,0.0020676896289041247,0.3793103448275862
LTE,262,2,Vodafone,3928,27407,48.138532438062164,11.597085198826845,1596,-80,2025-09-22 16:05:18,True,4G,Germany,Munich City Center,0.4572759377670308,0.5968635354648902,0.08640766133420394,0.1724137931034483
